Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"takeFullPageScreenshotAsCheckpoint(""checkboxadmission"")",Chrome 117.0.0.0,,,2023-10-11 16:08:07,2023-10-11 16:08:09,1.948s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-11 16:08:09,2023-10-11 16:08:10,0.686s,PASSED
,,,,,,,
Test Cases/TestCases3/Calendar,Chrome 117.0.0.0,,,2023-10-11 16:08:33,2023-10-11 16:08:41,7.778s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:08:33,2023-10-11 16:08:36,2.540s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:08:36,2023-10-11 16:08:37,0.852s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:08:37,2023-10-11 16:08:37,0.130s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:08:37,2023-10-11 16:08:37,0.503s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 117.0.0.0,,,2023-10-11 16:08:37,2023-10-11 16:08:38,0.785s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 117.0.0.0,,,2023-10-11 16:08:38,2023-10-11 16:08:39,0.410s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 117.0.0.0,,,2023-10-11 16:08:39,2023-10-11 16:08:39,0.506s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 117.0.0.0,,,2023-10-11 16:08:39,2023-10-11 16:08:40,0.487s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_2""))",Chrome 117.0.0.0,,,2023-10-11 16:08:40,2023-10-11 16:08:40,0.443s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_25""))",Chrome 117.0.0.0,,,2023-10-11 16:08:40,2023-10-11 16:08:40,0.322s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/th_""))",Chrome 117.0.0.0,,,2023-10-11 16:08:40,2023-10-11 16:08:41,0.348s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_28""))",Chrome 117.0.0.0,,,2023-10-11 16:08:41,2023-10-11 16:08:41,0.435s,PASSED
"takeFullPageScreenshotAsCheckpoint(""""Calendar"")",Chrome 117.0.0.0,,,2023-10-11 16:08:41,2023-10-11 16:08:41,0.005s,FAILED
,,,,,,,
Test Cases/TestCases3/CommentBox,Chrome 117.0.0.0,,,2023-10-11 16:08:41,2023-10-11 16:08:52,10.436s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:08:42,2023-10-11 16:08:44,2.592s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:08:44,2023-10-11 16:08:45,0.834s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:08:45,2023-10-11 16:08:45,0.128s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:08:45,2023-10-11 16:08:46,0.532s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 117.0.0.0,,,2023-10-11 16:08:46,2023-10-11 16:08:46,0.777s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 117.0.0.0,,,2023-10-11 16:08:46,2023-10-11 16:08:47,0.405s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 117.0.0.0,,,2023-10-11 16:08:47,2023-10-11 16:08:47,0.559s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), 0)",Chrome 117.0.0.0,,,2023-10-11 16:08:47,2023-10-11 16:08:48,0.349s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 117.0.0.0,,,2023-10-11 16:08:48,2023-10-11 16:08:48,0.332s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""This is a comment box"")",Chrome 117.0.0.0,,,2023-10-11 16:08:48,2023-10-11 16:08:49,0.633s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), """")",Chrome 117.0.0.0,,,2023-10-11 16:08:49,2023-10-11 16:08:49,0.324s,PASSED
"takeFullPageScreenshotAsCheckpoint(""commentbox"")",Chrome 117.0.0.0,,,2023-10-11 16:08:49,2023-10-11 16:08:51,1.934s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-11 16:08:51,2023-10-11 16:08:52,0.674s,PASSED
,,,,,,,
Test Cases/TestCases3/DropDown,Chrome 117.0.0.0,,,2023-10-11 16:09:11,2023-10-11 16:09:18,6.455s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:09:11,2023-10-11 16:09:14,2.542s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:09:14,2023-10-11 16:09:15,0.918s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:09:15,2023-10-11 16:09:15,0.125s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:09:15,2023-10-11 16:09:15,0.507s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 117.0.0.0,,,2023-10-11 16:09:15,2023-10-11 16:09:16,0.781s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 117.0.0.0,,,2023-10-11 16:09:16,2023-10-11 16:09:17,0.401s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 117.0.0.0,,,2023-10-11 16:09:17,2023-10-11 16:09:17,0.540s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Tokyo CURA Healthcare Center
 Hongkong CURA Healthcare Center
 Seoul CURA Healthcare Center"")",Chrome 117.0.0.0,,,2023-10-11 16:09:17,2023-10-11 16:09:18,0.639s,FAILED
,,,,,,,
Test Cases/TestCases3/GetAllLoginElements,Chrome 117.0.0.0,,,2023-10-11 16:09:18,2023-10-11 16:09:29,11.030s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:09:18,2023-10-11 16:09:21,2.611s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:09:21,2023-10-11 16:09:22,1.373s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:09:22,2023-10-11 16:09:22,0.126s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:09:22,2023-10-11 16:09:23,0.507s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 117.0.0.0,,,2023-10-11 16:09:23,2023-10-11 16:09:23,0.782s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 117.0.0.0,,,2023-10-11 16:09:23,2023-10-11 16:09:24,0.401s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Keys.chord(ENTER))",Chrome 117.0.0.0,,,2023-10-11 16:09:24,2023-10-11 16:09:24,0.529s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""))",Chrome 117.0.0.0,,,2023-10-11 16:09:24,2023-10-11 16:09:25,0.471s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 117.0.0.0,,,2023-10-11 16:09:25,2023-10-11 16:09:25,0.325s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 117.0.0.0,,,2023-10-11 16:09:25,2023-10-11 16:09:26,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:09:26,2023-10-11 16:09:26,0.603s,PASSED
"takeFullPageScreenshotAsCheckpoint(""GetAllLoginElements"")",Chrome 117.0.0.0,,,2023-10-11 16:09:26,2023-10-11 16:09:28,1.963s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-11 16:09:28,2023-10-11 16:09:29,0.693s,PASSED
,,,,,,,
Test Cases/TestCases3/HomePageNavigate,Chrome 117.0.0.0,,,2023-10-11 16:09:48,2023-10-11 16:09:55,7.481s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:09:48,2023-10-11 16:09:50,2.529s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:09:50,2023-10-11 16:09:52,1.977s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:09:52,2023-10-11 16:09:52,0.121s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 117.0.0.0,,,2023-10-11 16:09:52,2023-10-11 16:09:53,0.356s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Home""))",Chrome 117.0.0.0,,,2023-10-11 16:09:53,2023-10-11 16:09:53,0.554s,PASSED
"rightClick(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_CURA Healthcare Service        We Care _b17f12""))",Chrome 117.0.0.0,,,2023-10-11 16:09:53,2023-10-11 16:09:54,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 117.0.0.0,,,2023-10-11 16:09:54,2023-10-11 16:09:54,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 117.0.0.0,,,2023-10-11 16:09:54,2023-10-11 16:09:55,1.124s,FAILED
,,,,,,,
Test Cases/TestCases3/NavigateSocialMedia,Chrome 117.0.0.0,,,2023-10-11 16:09:55,2023-10-11 16:10:02,7.274s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:09:55,2023-10-11 16:09:58,2.575s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:09:58,2023-10-11 16:09:59,0.872s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-11 16:09:59,2023-10-11 16:09:59,0.125s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 117.0.0.0,,,2023-10-11 16:09:59,2023-10-11 16:09:59,0.364s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 117.0.0.0,,,2023-10-11 16:09:59,2023-10-11 16:10:00,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 117.0.0.0,,,2023-10-11 16:10:00,2023-10-11 16:10:00,0.350s,PASSED
"takeFullPageScreenshotAsCheckpoint(""socialMedia"")",Chrome 117.0.0.0,,,2023-10-11 16:10:00,2023-10-11 16:10:02,1.618s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-11 16:10:02,2023-10-11 16:10:02,0.687s,PASSED
,,,,,,,
Test Cases/TestCases3/PastTVA,Chrome 117.0.0.0,,,2023-10-11 16:10:31,2023-10-11 16:10:34,3.087s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-11 16:10:31,2023-10-11 16:10:34,2.505s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 117.0.0.0,,,2023-10-11 16:10:34,2023-10-11 16:10:34,0.367s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 117.0.0.0,,,2023-10-11 16:10:34,2023-10-11 16:10:34,0.208s,FAILED
